image_uri,image_id,product_set_id,product_id,product_category,product_display_name,labels,bounding_poly
gs://demo-product-seekeasy-images/13297920_hi,13297924,visualsearch-demo-product-set,000c1e4f-c83b-44cd-bd70-20e381b2826c,apparel,Star Wars The Mandalorian The Child Unknown Wanted Poster Sweatshirt,"color=BLACK,size=LG",
gs://demo-product-seekeasy-images/32182547_hi,32182716,visualsearch-demo-product-set,000c382a-ca10-45b9-8554-6d70760a91d2,apparel,Schoolhouse Rock No Planet B Womens T-Shirt,"color=WHITE,size=LG",
gs://demo-product-seekeasy-images/11600876_hi,11600878,visualsearch-demo-product-set,000c7c01-a05e-44d8-b417-75573b5be0b8,apparel,Star Wars Boba Fett Stare T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/20135306_hi,20135308,visualsearch-demo-product-set,000c7ef9-d2a8-4067-af35-5c6f81514be5,apparel,Disney Beauty And The Beast Booked Tie-Dye T-Shirt,"color=BLKCHAR,size=SM",
gs://demo-product-seekeasy-images/20595929_hi,20595931,visualsearch-demo-product-set,000cb7a0-3b3c-4675-9ffc-16f3d91d723e,apparel,Disney Aladdin Moon Magic Carpet Womens T-Shirt,"color=WHITE,size=SM",
gs://demo-product-seekeasy-images/20013914_hi,20013920,visualsearch-demo-product-set,000cc7f2-7cc3-4077-bfa8-21147de34fed,apparel,WWE John Cena Cenation Womens Tank Top,"color=ROYHTR,size=XL",
gs://demo-product-seekeasy-images/14147479_hi,14147495,visualsearch-demo-product-set,000cfa16-3884-445c-af97-89f4395b0bc1,apparel,Disney Mickey Mouse Minnie Big Face Distressed T-Shirt,"color=RED,size=3XL",
gs://demo-product-seekeasy-images/33014247_hi,33014571,visualsearch-demo-product-set,000d0f63-16a6-408e-a070-e62c2fdac1d7,apparel,Rugrats Chuckie Chicks Dig Glasses T-Shirt,"color=MIDNIGHTNAVY,size=3XL",
gs://demo-product-seekeasy-images/13335722_hi,13335725,visualsearch-demo-product-set,000d4834-f137-49f8-997e-36bb40e77336,apparel,Marvel Avengers Lucky Clover Retro Long-Sleeve T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/33347930_hi,33348728,visualsearch-demo-product-set,000d4894-cda6-4f2c-b935-d193d3e67376,apparel,Hello Kitty Star Sign Aquarius T-Shirt,"color=ATHLETICHEATHER,size=SM",
gs://demo-product-seekeasy-images/33588363_hi,33588395,visualsearch-demo-product-set,000d953c-c2b2-4c70-b14d-ef297632b7d0,apparel,Atari Yar's Revenge Vintage Box Art Sweatshirt,"color=BLACK,size=3XL",
gs://demo-product-seekeasy-images/20405475_hi,20405477,visualsearch-demo-product-set,000e87e7-317f-4503-bb0c-dc4d2e96027d,apparel,Nintendo Super Mario Bros. Yoshi Run Sweatshirt,"color=BLACK,size=SM",
gs://demo-product-seekeasy-images/13112696_hi,13112701,visualsearch-demo-product-set,000ea962-41c3-4f25-8210-fe96a7ae0664,apparel,Star Wars The Mandalorian Mando Helmet Boxup T-Shirt,"color=BLACK,size=XL",
gs://demo-product-seekeasy-images/32599728_hi,32599744,visualsearch-demo-product-set,000eb174-892a-4e02-9a3b-e3b46a439ce7,apparel,SpongeBob SquarePants Frenzy Shorts,"color=MULTI,size=LG",
gs://demo-product-seekeasy-images/32385080_hi,32385318,visualsearch-demo-product-set,000ed09c-e399-4024-86c5-af1c84483ab7,apparel,Star Wars Sith Order Dark Side T-Shirt — BoxLunch Exclusive,"color=BLACK,size=XS",
gs://demo-product-seekeasy-images/32217585_hi,32218628,visualsearch-demo-product-set,000fe3fd-9f22-4b23-8ee8-9207526150d7,apparel,The Simpsons Skeleton Bart And Lisa Womens Oversized Sweatshirt,"color=CHARCOAL,size=XL",
gs://demo-product-seekeasy-images/20939088_hi,20939093,visualsearch-demo-product-set,00100f4e-ce26-4913-95b3-c1ef1eeced41,apparel,The Legend of Zelda Ancient Rune Youth Girls T-Shirt,"color=BLACK,size=XL",
gs://demo-product-seekeasy-images/31593099_hi,31593113,visualsearch-demo-product-set,00110b86-216a-4d29-9b34-7b81c0824fab,apparel,Disney High School Musical East High Wildcats T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/20008023_hi,20008026,visualsearch-demo-product-set,0011e19b-9cea-4f72-babb-025dfb44401f,apparel,Teen Wolf Wolf Eyes T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/14142834_hi,14142847,visualsearch-demo-product-set,001285a5-629b-4e11-9d4a-b4571ba59c04,apparel,Disney Retro Rainbow Long-Sleeve T-Shirt,"color=ATHHTR,size=MD",
gs://demo-product-seekeasy-images/16349698_hi,16349704,visualsearch-demo-product-set,00129324-a289-4146-af3d-9e895809821d,apparel,Disney Tinker Bell Classy Womens T-Shirt,"color=ATHHTR,size=2XL",
gs://demo-product-seekeasy-images/20091258_hi,20091261,visualsearch-demo-product-set,0012b722-d73c-4f7b-9911-07034b8e19f6,apparel,Star Wars The Mandalorian The Child It's Scary Youth Hoodie,"color=BLACK,size=LG",
gs://demo-product-seekeasy-images/15734989_hi,15734993,visualsearch-demo-product-set,0012bc23-cf5a-4ab3-91ba-d17049623323,apparel,Disney Cruella No Rules Lipstick Sweatshirt,"color=ATHHTR,size=LG",
gs://demo-product-seekeasy-images/17870462_hi,17870468,visualsearch-demo-product-set,0013142b-adcf-47bd-9f8d-e8e76547a1e2,apparel,Star Wars The Mandalorian Fett Card Womens T-Shirt,"color=BLACK,size=2XL",
gs://demo-product-seekeasy-images/33333890_hi,33334673,visualsearch-demo-product-set,0013b1d8-4ba9-4501-b83b-41b2d46e4ad7,apparel,Cinnamoroll Wondering T-Shirt,"color=WHITE,size=2XL",
gs://demo-product-seekeasy-images/33734949_hi,33735046,visualsearch-demo-product-set,0014e8f1-1ba3-48a7-b56d-42957d21cf89,apparel,Crash Bandicoot Crash Cove T-Shirt,"color=WHITE,size=XL",
gs://demo-product-seekeasy-images/15585843_hi,15585846,visualsearch-demo-product-set,001627ff-1bf7-4357-9ebd-075ff9d54e4e,apparel,Maps Silhouette Circle T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/16328840_hi,16328846,visualsearch-demo-product-set,001669b4-496d-4bcf-bd1d-66029f9b11b0,apparel,Disney Pixar Coco Recuerdame Tattoo Hoodie,"color=BLACK,size=2XL",
gs://demo-product-seekeasy-images/20761212_hi,20761215,visualsearch-demo-product-set,0016c2a9-dc00-4fe4-a0e9-35d4fb37a345,apparel,Star Wars The Mandalorian Cobb Vanth The Marshal Big & Tall T-Shirt,"color=CHARHTR,size=XLT",
gs://demo-product-seekeasy-images/14614536_hi,14614543,visualsearch-demo-product-set,0016d7d4-58ce-4bc1-9fcd-fc32cb1585ec,apparel,Disney Mickey Mouse 80s Mickey Cowl Neck Long-Sleeve Womens Top,"color=GRAYHTR,size=SM",
gs://demo-product-seekeasy-images/20018279_hi,20018282,visualsearch-demo-product-set,00170f1b-dd7d-45bb-bce1-9cf2ed9db470,apparel,Marvel Captain Marvel 90's Captain Marvel Mineral Wash Crop Womens T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/19885539_hi,19885545,visualsearch-demo-product-set,001765a7-c9c3-4280-85ec-27d6baf6b8b6,apparel,Marvel She-Hulk Tropical Portrait Womens T-Shirt,"color=ATHHTR,size=2XL",
gs://demo-product-seekeasy-images/16152250_hi,16152253,visualsearch-demo-product-set,00178de7-766b-44aa-8177-a29bd546a49e,apparel,Marvel Deadpool Unicorn Fireworks Womens T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/30697556_hi,30697707,visualsearch-demo-product-set,0017e1d7-8b98-418a-9472-6b6373f4d98d,apparel,Guardians Of The Galaxy Vol. 3 Rocket Toon Womens T-Shirt,"color=WHITE,size=XL",
gs://demo-product-seekeasy-images/16780788_hi,16780791,visualsearch-demo-product-set,00186f33-a3ad-4ef5-a997-ace95c638dcd,apparel,Disney Mickey Mouse B Ball Americana Youth Girls T-Shirt,"color=TAHIBLUE,size=MD",
gs://demo-product-seekeasy-images/33370334_hi,33370351,visualsearch-demo-product-set,0018e420-ae43-41d4-a9b3-f1b5acfb9617,apparel,Sonic The Hedgehog Group Retro Sweatshirt,"color=SPORTGRAY,size=MD",
gs://demo-product-seekeasy-images/20326783_hi,20326812,visualsearch-demo-product-set,0018e426-2167-461f-8281-d387c9a242b1,apparel,A Christmas Story Chibi Pink Nightmare T-Shirt,"color=MIDNIGHTNAVY,size=SM",
gs://demo-product-seekeasy-images/20511068_hi,20511071,visualsearch-demo-product-set,00191a3a-d25b-4ca3-a8a2-cfb2dd8399cc,apparel,Stranger Things Hellfire Club Pattern Womens Tank Top,"color=NAVYHTR,size=SM",
gs://demo-product-seekeasy-images/19142088_hi,19142099,visualsearch-demo-product-set,0019532f-9470-4346-8eaf-67c7afd97674,apparel,Star Wars Obi-Wan Kenobi Obi Clash T-Shirt,"color=WHITE,size=LG",
gs://demo-product-seekeasy-images/20796954_hi,20796959,visualsearch-demo-product-set,00195ede-55f0-4361-af6a-a45fd924fe32,apparel,Mighty Morphin Power Rangers Happy Easter T-Shirt,"color=WHITE,size=XL",
gs://demo-product-seekeasy-images/15612558_hi,15612561,visualsearch-demo-product-set,00197eb3-c997-423a-8a29-e8403f9498c3,apparel,You Are Always With Me T-Shirt,"color=NAVY,size=MD",
gs://demo-product-seekeasy-images/32979375_hi,32979749,visualsearch-demo-product-set,0019cc45-551d-4a25-8825-eb5dadbeed42,apparel,Universal Monsters Frankenstein Alive Portrait T-Shirt,"color=LIGHTGREY,size=LG",
gs://demo-product-seekeasy-images/20260609_hi,20260617,visualsearch-demo-product-set,001a3639-5689-4130-966f-bb818cfc8af6,apparel,WWE The New Day Ugly Christmas T-Shirt,"color=BLACK,size=3XL",
gs://demo-product-seekeasy-images/31472672_hi,31472789,visualsearch-demo-product-set,001a7fae-2992-441b-9866-15e56f2ae993,apparel,Overwatch Kiriko Icon Big & Tall T-Shirt,"color=BLACK,size=XLT",
gs://demo-product-seekeasy-images/32985535_hi,32986174,visualsearch-demo-product-set,001a91e6-ad26-4a07-864d-ee1cabfcbecf,apparel,Parks And Recreation Knope T-Shirt,"color=HEAVYMETAL,size=LG",
gs://demo-product-seekeasy-images/14317873_hi,14317875,visualsearch-demo-product-set,001aeee7-2883-4a9f-ba9e-1478134f3fbe,apparel,Animal Crossing: New Horizons Nook Inc. Getaway Youth Girls T-Shirt,"color=WHITE,size=SM",
gs://demo-product-seekeasy-images/33393928_hi,33394239,visualsearch-demo-product-set,001b22be-8c78-4d34-9fad-adec93b63527,apparel,Disney Mickey Mouse Funny Bones Womens Oversized T-Shirt,"color=ATHHTR,size=MD",
gs://demo-product-seekeasy-images/20879160_hi,20879172,visualsearch-demo-product-set,001b3d63-9a1b-4a52-b46b-57430ceb3955,apparel,Bee And Puppycat Moully Perfect Donuts Hoodie,"color=CHARCOAL,size=SM",
gs://demo-product-seekeasy-images/32119290_hi,32119530,visualsearch-demo-product-set,001b7658-02e2-43a2-bd79-2855a9611ebb,apparel,Disney Mickey Mouse Vintage Mickey Big & Tall T-Shirt,"color=WHITE,size=LT",
gs://demo-product-seekeasy-images/31485925_hi,31486782,visualsearch-demo-product-set,001c2854-ca1e-4f74-8e58-30d81a12c671,apparel,Disney Mickey Mouse Happy Holiday Youth T-Shirt,"color=KELLY,size=XS",
gs://demo-product-seekeasy-images/16544898_hi,16544899,visualsearch-demo-product-set,001c7796-97ab-4737-832d-a69ac7c993ce,apparel,Marvel Spider-Man: No Way Home Spiderweb Hero Youth Girls T-Shirt,"color=NAVY,size=XS",
gs://demo-product-seekeasy-images/19664051_hi,19664055,visualsearch-demo-product-set,001c8ef8-680c-4b96-a07a-f70f5a00945b,apparel,Star Wars Obi-Wan Kenobi Double Suns Hero Womens Tank Top,"color=REDHTR,size=MD",
gs://demo-product-seekeasy-images/30639071_hi,30639988,visualsearch-demo-product-set,001d144c-58e2-4d09-978e-6c7037a8b799,apparel,Bratz Rock Angels Big & Tall T-Shirt,"color=BLACK,size=2XLT",
gs://demo-product-seekeasy-images/15656427_hi,15656439,visualsearch-demo-product-set,001d2b50-2b43-4f7e-8ad0-c09ac3f90bad,apparel,Star Wars Hoth Search Long-Sleeve T-Shirt,"color=ATHHTR,size=XL",
gs://demo-product-seekeasy-images/13655197_hi,13655206,visualsearch-demo-product-set,001d9fb5-1950-4c1d-855a-7ae33a4aa56c,apparel,Star Wars: The Clone Wars Savage Opress Long-Sleeve T-Shirt,"color=ATHHTR,size=MD",
gs://demo-product-seekeasy-images/20270925_hi,20270928,visualsearch-demo-product-set,001da42a-a859-467e-83df-a2d674f4f769,apparel,Stranger Things Holly Jolly T-Shirt,"color=BLACK,size=MD",
gs://demo-product-seekeasy-images/19832766_hi,19832771,visualsearch-demo-product-set,001e4697-c6a0-4da3-9365-f46aa1d5d723,apparel,Disney Mickey Mouse Happy Haunting Pumpkin Sweatshirt,"color=BLACK,size=XL",
